26,153,14.96,4.42,36100000,33740000,36280000,25300000,2498000000,38500,1,177,187000000,18.05,4000,76.27,22643,11700,8000,1.72,8
27,5770,19.01,3.42,0,2286000000,2458000000,7700000000,6842000000,23600,3.2,2525,5200000000,12.61,35000,74.8,372361,90000,137000,2.3,2
28,110910,9.66,14.26,16100000000,32710000000,43070000000,9134000000,61630000000,8200,5.3,37077,12230000000,20.55,630000,72.03,7450349,2868200,2597500,1.38,4
29,274200,44.17,18.86,1300000000,335700000,361000000,418600000,15740000000,1200,4.8,12506,866300000,97.57,48000,43.92,13925313,65400,227000,6.23,0
30,678500,18.11,12.15,6752000000,3484000000,5068000000,2137000000,74300000000,1700,-1.3,28200,1754000000,67.24,28000,56.22,42909464,357300,66500,2.01,2
31,27830,39.66,17.43,1133000000,137800000,132000000,31840000,4001000000,600,3,14480,138200000,69.29,14000,43.5,6370609,23900,64000,5.81,0
32,181040,27.08,8.97,2400000000,100600000,122000000,2311000000,26990000000,2000,5.4,12323,3129000000,71.48,30000,58.87,13607069,35400,380000,3.44,0
33,475440,34.67,15.4,8460000000,3321000000,3571000000,2445000000,30170000000,1900,4.9,34300,1979000000,68.26,60000,47.84,16380005,110900,1077000,4.47,0
34,9984670,10.84,7.73,570000000000,487300000000,548900000000,315600000000,1023000000000,31500,2.4,1408800,256100000000,4.75,16110000,80.1,32805041,19950900,13221800,1.61,8
35,4033,25.33,6.62,325000000,40060000,43080000,61110000,600000000,1400,5,1100,387300000,47.77,20400,70.45,418224,71700,53300,3.48,0
36,262,12.92,4.81,70000000,382100000,410800000,1200000,1391000000,32300,1.7,785,457400000,8.19,9909,79.95,44270,38000,17000,1.9,8
37,622984,35.17,20.27,881400000,98580000,106000000,172000000,4248000000,1100,0.5,23810,136000000,91,5000,41.01,3799897,9000,13000,4.5,0
38,1284000,45.98,16.41,1100000000,89400000,96130000,365000000,15660000000,1600,38,33400,500700000,93.82,15000,47.94,9826419,11800,65000,6.32,0
39,756950,15.44,5.76,44600000000,41800000000,48600000000,29200000000,169100000000,10700,5.8,79605,22530000000,8.8,3575000,76.58,15980912,3467000,6445700,2.02,5
40,9596960,13.14,6.94,233300000000,1630000000000,1910000000000,583100000000,7262000000000,5600,9.1,1765222,552400000000,24.18,94000000,72.27,1306313812,263000000,269000000,1.72,3
41,1138910,20.82,5.59,38700000000,41140000000,44870000000,15500000000,281100000000,6600,3.6,112998,15340000000,20.97,2732200,71.72,42954279,8768100,6186200,2.56,5
42,2170,37.52,8.4,232000000,22170000,23840000,28000000,441000000,700,2,880,88000000,74.93,5000,61.96,671247,13200,2000,5.09,0
43,2345410,44.38,14.43,11600000000,4168000000,6086000000,1417000000,42740000000,700,7.5,157000,933000000,92.87,50000,49.35,60085804,10000,1000000,6.54,0
44,342000,27.88,14.82,5000000000,573600000,348000000,2224000000,2324000000,800,3.7,12800,749300000,92.41,15000,48.97,3039126,7000,330000,3.54,0
45,51100,18.6,4.33,5962000000,5733000000,6614000000,6184000000,37970000000,9600,3.9,35303,7842000000,9.95,800000,76.84,4016173,1132000,528047,2.28,7
46,322460,35.51,14.94,11810000000,2976000000,4759000000,5124000000,24780000000,1500,-1,50400,3360000000,90.83,90000,48.62,17298040,328000,1236000,4.58,0
47,56542,9.57,11.38,26400000000,15200000000,12510000000,7845000000,50330000000,11200,3.7,28344,16700000000,6.84,1014000,74.45,4495904,1825000,2553000,1.39,4
48,110860,12.03,7.19,12090000000,13400000000,14410000000,2104000000,33920000000,3000,3,60858,5296000000,6.33,120000,77.23,11346670,574400,17900,1.66,7
49,9250,12.57,7.64,7327000000,602000000,4000000000,49300000,4540000000,7135,2.6,13943,415200000,7.18,210000,77.65,780133,86228,143178,1.83,6
50,78866,9.07,10.54,36280000000,55330000000,71750000000,66510000000,172200000000,16800,3.7,127204,68190000000,3.93,2700000,76.02,10241138,3626000,9708700,1.2,4
51,43094,11.36,10.43,21700000000,31630000000,36380000000,73060000000,174400000000,32200,2.1,71847,63450000000,4.56,2756000,77.62,5432335,3610100,4785300,1.74,4
52,23000,39.98,19.39,366000000,167400000,180000000,155000000,619000000,1300,3.5,2890,665000000,104.13,6500,43.1,476703,9500,23000,5.4,0
53,754,15.73,6.81,161500000,63620000,68410000,39000000,384000000,5500,-1,780,98200000,14.15,12500,74.65,69029,23700,9400,1.96,7
54,48730,23.28,7.35,7745000000,8912000000,9583000000,5446000000,55680000000,6300,1.7,12600,8093000000,32.38,500000,67.26,8950034,901800,2120400,2.86,7
55,283560,22.67,4.24,16810000000,75580000000,81270000000,7560000000,49510000000,3700,5.8,43197,7650000000,23.66,569700,76.21,13363593,1549000,2394400,2.72,5
56,1001450,23.32,5.26,33750000000,75580000000,81270000000,11000000000,316300000000,4200,4.5,64000,19210000000,32.59,2700000,71,77505756,8735700,5797500,2.88,6
57,21040,27.04,5.85,4792000000,4450000000,4158000000,3249000000,32350000000,4900,1.8,10029,5968000000,25.1,550000,71.22,6704932,752600,1149800,3.16,7
58,28051,36.18,12,248000000,24820000,26690000,2771000000,1270000000,2700,20,2880,1167000000,85.13,1800,55.56,535881,9600,41500,4.62,0
59,45226,9.91,13.21,8373000000,6358000000,8301000000,5701000000,19230000000,14300,6,55944,7318000000,7.87,444000,71.77,1332893,475000,881000,1.39,4
60,1127127,38.61,15.06,2900000000,1998000000,2149000000,562800000,54890000000,800,11.6,33297,2104000000,95.32,75000,48.83,73053286,435000,97800,5.33,0
61,1399,13.97,8.69,64000000,204600000,220000000,408000000,1000000000,22000,10,463,466000000,6.24,25000,79.21,46962,23000,30700,2.2,4
62,18270,22.73,5.65,188100000,697500000,750000000,609000000,5173000000,5900,3.6,3440,835000000,12.62,55000,69.53,893354,102000,109900,2.75,1
63,338145,10.5,9.79,30000000000,78580000000,71590000000,61040000000,151200000000,29000,3,78197,45170000000,3.57,2650000,78.35,5223442,2548000,4700000,1.73,4
64,547030,12.15,9.08,6375000000000,414700000000,528600000000,419000000000,1737000000000,28700,2.1,893100,419700000000,4.26,21900000,79.6,60656178,33905400,41683100,1.85,4
65,267667,36.24,11.72,3804000000,1080000000,1161000000,3710000000,7966000000,5900,1.9,8464,1225000000,53.64,35000,55.75,1389201,38400,300000,4.77,0
66,11300,39.86,11.81,476000000,83990000,90310000,114400000,2799000000,1800,6,2700,180900000,72.02,25000,55.2,1593256,38400,100000,5.38,0
67,69700,10.25,9.09,1800000000,6811000000,6732000000,909400000,14450000000,3100,9.5,20229,1806000000,18.59,150500,75.88,4677401,650500,522300,1.41,6
68,357021,8.33,10.55,5750000000000,519500000000,560000000000,893300000000,2362000000000,28700,1.7,230735,716700000000,4.16,39000000,78.65,82431390,54350000,64800000,1.39,4
69,239460,23.97,10.84,7396000000,6137000000,6922000000,3010000000,48270000000,2300,5.4,46176,3699000000,51.43,170000,56,21029853,302300,799900,3.02,0
70,131940,9.72,10.15,67230000000,47420000000,47220000000,15500000000,226400000000,21300,3.7,117000,54280000000,5.53,1718400,79.09,10668354,5205100,8936200,1.33,4
71,2166086,15.93,7.77,25000000,227900000,245000000,388000000,1100000000,20000,1.8,150,445000000,15.82,20000,69.65,56375,26000,16747,2.41,8
72,344,22.3,7.17,196000000,138600000,149000000,46000000,440000000,5000,2.5,1040,208000000,14.62,15000,64.53,89502,33500,7600,2.37,7
73,108890,34.11,6.81,5969000000,5760000000,6608000000,2911000000,59470000000,4200,2.6,14118,7770000000,35.93,400000,65.14,14655189,846000,1577100,4.53,7
74,245857,42.03,15.38,3250000000,795200000,855000000,709200000,19500000000,2100,1,30500,641500000,90.37,40000,49.86,9467866,26200,111500,5.83,0
75,36120,37.65,16.53,941500000,51150000,55000000,54000000,1008000000,700,2.6,4400,104000000,107.17,19000,46.97,1416027,10600,1300,4.93,0
76,214970,18.45,8.32,1200000000,751400000,808000000,570200000,2899000000,3800,1.9,7970,650100000,33.26,125000,65.5,765283,80400,87300,2.05,5
77,27750,36.59,12.34,1200000000,574700000,618000000,338100000,12050000000,1500,-3.5,4160,1085000000,73.45,80000,52.92,8121622,130000,140000,5.02,7
78,112090,30.38,6.87,5365000000,3771000000,3626000000,1457000000,18790000000,2800,4.2,13603,3332000000,29.32,168600,65.6,6975204,322500,326500,3.87,7
79,1092,7.23,5.98,417600000000,38450000000,35510000000,268100000000,234500000000,34200,7.9,1831,275900000000,2.97,3212800,81.39,6898686,3801300,7241400,0.91,3
80,93030,9.76,13.19,57000000000,35990000000,34070000000,54620000000,149300000000,14900,3.9,159568,58680000000,8.57,1600000,72.4,10006835,3666400,6862800,1.32,4
81,103000,13.73,6.68,3073000000,7692000000,8271000000,2902000000,9373000000,31900,1.8,13004,3307000000,3.31,195000,80.19,296737,190700,279100,1.92,4
82,3287590,22.32,8.28,117200000000,510100000000,547200000000,69180000000,3319000000000,3100,6.2,2525989,89330000000,56.29,18481000,64.35,1080264388,48917000,26154400,2.78,2
83,1919440,20.71,6.25,141500000000,92350000000,110200000000,69860000000,827400000000,3500,4.9,342700,45070000000,35.6,8000000,69.57,241973879,7750000,11700000,2.44,2
84,1648000,16.83,5.55,13400000000,119900000000,129000000000,38790000000,516700000000,7700,6.3,167157,31300000000,41.58,4300000,69.96,68017860,14571100,3376500,1.82,6
85,437072,32.5,5.49,125000000000,33700000000,32600000000,10100000000,89800000000,3500,52.3,45550,9900000000,50.25,25000,68.7,26074906,675000,20000,4.28,6
86,70280,14.47,7.85,11000000000,21780000000,22880000000,103800000000,126400000000,31900,5.1,95736,60650000000,5.39,1260000,77.56,4015676,1955000,3400000,1.87,4
87,20770,18.21,6.18,74460000000,38300000000,42670000000,34410000000,129000000000,20800,3.9,16903,36840000000,7.03,2000000,79.32,6276883,3006000,6334000,2.44,6
88,301230,8.89,10.3,913900000000,293900000000,261600000000,336400000000,1609000000000,27700,1.3,479688,329300000000,5.94,18500000,79.68,58103033,26596000,55918000,1.28,4
89,10991,16.56,5.37,5964000000,5849000000,6289000000,1679000000,11130000000,4100,1.9,18700,3624000000,12.36,600000,76.29,2731832,444400,1400000,1.95,7
90,377835,9.47,8.95,4250000000000,971000000000,1044000000000,538800000000,3745000000000,29400,2.9,1171647,401800000000,3.26,57200000,81.15,127417244,71149000,86658600,1.39,3
91,92300,21.76,2.63,7320000000,7094000000,7307000000,3200000000,25500000000,4500,5.1,7301,7600000000,17.35,457000,78.24,5759732,622600,1325300,2.71,6
92,2717300,15.78,9.46,26030000000,62210000000,66820000000,18470000000,118400000000,7800,9.1,82980,13070000000,29.21,250000,66.55,15185844,2081900,1027000,1.89,6
93,582650,40.13,14.65,6792000000,4337000000,4475000000,2589000000,34680000000,1100,2.2,63942,4190000000,61.47,400000,47.99,33829590,328400,1590800,4.96,0
94,811,30.86,8.37,10000000,6510000,7000000,35000000,79000000,800,1.5,670,83000000,48.52,2000,61.71,103092,4500,500,4.2,1
95,120540,16.09,7.05,12000000000,31260000000,33620000000,1200000000,30880000000,1400,1,31200,2100000000,24.04,28306400,71.37,22912177,1100000,60329514.29,2.15,3
96,98480,10.08,6.26,160000000000,293600000000,322500000000,250600000000,925100000000,19200,4.6,86990,214200000000,7.05,29220000,75.82,48422644,22877000,33591800,1.26,3
97,17820,21.88,2.42,15020000000,30160000000,32430000000,27420000000,48000000000,21300,6.8,4450,11120000000,9.95,567000,77.03,2335648,486900,1420000,2.97,6
98,198500,22.48,7.13,1970000000,10210000000,11720000000,646700000,8495000000,1700,6,18500,775100000,35.64,152000,68.16,5146281,394800,53100,2.7,3
99,236800,35.99,11.83,2490000000,3036000000,3560000000,365500000,11280000000,1900,6,21716,579500000,85.22,15000,55.08,6217141,61900,55200,4.77,2
100,64589,9.04,13.7,7368000000,5829000000,4547000000,3569000000,26530000000,11500,7.6,60472,5970000000,9.55,936000,71.05,2290237,653900,1219600,1.26,4
101,10400,18.88,6.24,15840000000,8591000000,8066000000,1783000000,18830000000,5000,4,7300,8162000000,24.52,400000,72.63,3826018,678800,775100,1.92,6
102,30355,26.53,25.03,735000000,308000000,314000000,484500000,5892000000,3200,3.3,5940,730900000,84.23,21000,36.68,1867035,28600,92000,3.35,0
103,111370,44.22,17.87,2100000000,454600000,488800000,1079000000,2903000000,900,21.8,10600,5051000000,128.87,1000,47.69,3482211,7000,2000,6.09,0
104,1759540,26.82,3.48,4069000000,19430000000,20890000000,18650000000,37480000000,6700,4.9,83200,7224000000,24.6,160000,76.5,5765563,750000,100000,3.34,0
105,65200,8.62,10.92,10010000000,10170000000,17930000000,8880000000,45230000000,12500,6.6,77148,11020000000,6.89,695700,73.97,3596617,824200,2169900,1.19,4
106,2586,12.06,8.41,4200000000000,5735000000,2511000000,13400000000,27270000000,58900,2.3,5210,16300000000,4.81,165000,78.74,468571,355400,473000,1.79,4
107,25333,12,8.73,1863000000,7216000000,6273000000,1629000000,14400000000,7100,1.3,8684,2677000000,10.09,100000,73.73,2045262,560000,365300,1.57,4
108,587040,41.66,11.35,4600000000,781400000,840200000,868200000,14560000000,800,5.5,49827,1147000000,76.83,70500,56.95,18040341,59600,279500,5.66,0
109,118480,43.95,23.39,3129000000,1012000000,1088000000,503400000,7410000000,600,4,28400,521100000,103.32,36000,36.97,12158924,85000,135100,5.98,0
110,329750,23.07,5.06,53360000000,68400000000,75330000000,123500000000,229300000000,9700,7.1,65877,99300000000,17.7,8692100,72.24,23953136,4571600,11124100,3.07,2
111,300,35.43,7.24,281000000,115700000,124400000,90000000,1250000000,3900,2.3,297045.8333,392000000,56.52,15000,64.06,349106,28700,41900,5.02,2
112,1240000,46.77,19.05,3300000000,651000000,700000000,915000000,11000000000,900,4,15100,927000000,116.79,25000,45.09,12291529,56600,250000,6.5,0
113,316,10.17,8,130000000,2000000000,2150000000,2625000000,7223000000,18200,1,2222,3407000000,3.89,120000,78.86,398534,208300,290000,1.5,4
114,1030700,41.43,12.44,2500000000,176900000,190200000,541000000,5534000000,1800,3,7660,860000000,70.89,10000,52.73,3086859,31500,300000,5.94,0
115,2040,15.62,6.83,1780000000,1707000000,1836000000,2012000000,15680000000,12800,4.7,2000,2245000000,15.03,150000,72.38,1230602,348200,462400,1.96,0
116,1972550,21.01,4.73,149900000000,189700000000,203600000000,182400000000,1006000000000,9600,4.1,329532,190800000000,20.91,10033000,75.19,106202903,15958700,28125000,2.45,8
117,702,25.11,4.87,53100000,178600000,192000000,22000000,277000000,2000,1,240,149000000,30.21,6000,69.75,108105,10100,1800,3.25,1
118,33843,15.27,12.79,1400000000,4605000000,3876000000,1030000000,8581000000,1900,6.8,12719,1830000000,40.42,150000,65.18,4455421,706900,338200,1.81,4
119,1564116,21.52,7.03,1191000000,2209000000,2692000000,853000000,5332000000,1900,10.6,49256,1000000000,53.79,220000,64.52,2791272,142300,404400,2.26,3
120,446550,22.29,5.64,17070000000,14240000000,13910000000,9754000000,134600000000,4200,4.4,57694,15630000000,41.62,800000,70.66,32725847,1219200,7332800,2.73,0
121,801590,35.79,20.99,966000000,5046000000,8859000000,689400000,23380000000,1200,8.2,30400,972900000,130.79,50000,40.32,19406703,83700,428900,4.7,0
122,825418,25.16,18.36,1136000000,1920000000,1167000000,1356000000,14760000000,7300,4.8,42237,1473000000,48.98,65000,43.93,2030692,127400,223700,3.18,0
123,140800,31.45,9.47,2700000000,2005000000,2054000000,568000000,39530000000,1500,3,13223,1419000000,66.98,80000,59.8,27676547,371800,50400,4.19,2
124,41526,11.14,8.68,4063000000000,100700000000,90610000000,293100000000,481100000000,29500,1.2,116500,252700000000,5.04,8500000,78.81,16407491,10004000,12500000,1.66,4
125,960,15,6.41,1350000000,934300000,1005000000,1579000000,2450000000,11400,0.5,600,2233000000,10.03,2000,75.83,219958,81000,81000,2,5
126,268680,13.9,7.53,47340000000,35710000000,38390000000,19850000000,92510000000,23200,4.8,92382,19770000000,5.85,2110000,78.66,4035461,1765000,2599000,1.79,1
127,129494,24.88,4.49,4573000000,2318000000,2553000000,750000000,12340000000,2300,4,18712,2020000000,29.11,90000,70.33,5465100,171600,202800,2.81,7
128,1267000,48.3,21.33,1600000000,327600000,266200000,280000000,9716000000,900,3.5,10100,400000000,121.69,15000,42.13,11665937,22400,24000,6.75,0
129,923768,40.65,17.18,30550000000,18430000000,19850000000,33990000000,125700000000,1000,6.2,194394,17140000000,98.8,750000,46.74,128771988,853100,3149500,5.53,0
130,324220,11.67,9.45,0,107400000000,125900000000,76640000000,183000000000,40000,3.3,91852,45960000000,3.7,2288000,79.4,4593041,3343000,4163400,1.78,4
131,212460,36.73,3.86,4814000000,9792000000,9896000000,13140000000,38090000000,13100,1.2,34965,6373000000,19.51,180000,73.13,3001583,233900,464900,5.84,6
132,803940,30.42,8.45,33970000000,52660000000,75270000000,15070000000,347300000000,2200,6.1,257683,14010000000,72.44,1500000,63,162419946,3982800,2624800,4.14,6
133,78200,19.96,6.54,8780000000,4473000000,4873000000,5699000000,20570000000,6900,6,11643,7164000000,20.47,120000,71.94,3039150,386900,834000,2.45,7
134,462840,29.95,7.37,2463000000,1561000000,1679000000,2437000000,11990000000,2200,0.9,19600,1353000000,51.45,75000,64.93,5545268,62000,15000,3.96,1
135,406750,29.43,4.53,3239000000,2469000000,48360000000,2936000000,29930000000,4800,2.8,29500,3330000000,25.63,120000,74.89,6347884,273200,1770300,3.93,5
136,1285220,20.87,6.26,29790000000,20220000000,22880000000,12300000000,155300000000,5600,4.5,78230,9600000000,31.94,2850000,69.53,27925628,1839200,2908800,2.56,5
137,300000,25.31,5.47,55600000000,46050000000,52860000000,38630000000,430600000000,5000,5.9,202124,37500000000,23.51,3500000,69.91,87857473,3310900,15201000,3.16,2
138,312685,10.78,10.01,99150000000,117400000000,133800000000,75980000000,463000000000,12000,5.6,364697,81610000000,8.51,8970000,74.41,38635144,12300000,17401000,1.39,4
139,92391,10.82,10.43,274700000000,42150000000,43280000000,37680000000,188700000000,17900,1.1,17135,52100000000,5.05,3600000,77.53,10566212,4278800,9341400,1.47,4
140,11437,15.54,4.61,18620000000,9046000000,9727000000,15000000000,19490000000,23200,8.7,1230,6150000000,18.61,126000,73.67,863051,184500,376500,2.87,6
141,237500,10.7,11.74,24590000000,57500000000,56530000000,23540000000,171500000000,7700,8.1,198755,28430000000,26.43,4000000,71.35,22329977,4300000,6900000,1.36,4
142,17075200,9.8,14.52,169600000000,894300000000,915000000000,162500000000,1408000000000,9800,6.7,537289,92910000000,15.39,6000000,67.1,143420309,35500000,17608800,1.27,4
143,26338,40.6,16.32,1300000000,195000000,166700000,69780000,10430000000,1300,0.9,12000,260000000,91.23,25000,46.96,8440820,23200,134000,5.49,0
144,261,18.12,8.47,171000000,98440000,105800000,70000000,339000000,8800,-1.9,320,195000000,14.49,10000,72.15,38958,23500,5000,2.33,7
145,616,20.05,5.12,214000000,251300000,270300000,66000000,866000000,5400,3.3,1210,267000000,13.53,13000,73.61,166312,51100,14300,2.21,8
146,389,16.34,6,167200000,84820000,91200000,38000000,342000000,2900,0.7,829,174000000,14.78,7000,73.62,117534,27300,10000,1.85,7
147,2944,15.95,6.54,197000000,113500000,122000000,14000000,1000000000,5600,5,790,113000000,27.71,4000,70.72,177287,11800,2700,3.01,1
148,1001,40.8,6.68,318000000,15810000,17000000,6700000,214000000,1200,6,320,41000000,43.11,15000,66.99,187410,7000,4800,5.71,0
149,1960582,29.56,2.62,34350000000,128500000000,138200000000,113000000000,310200000000,12000,5,152044,36210000000,13.24,1500000,75.46,26417599,3502600,7238200,4.05,6
150,196190,35.21,10.6,3476000000,1615000000,1737000000,1374000000,18360000000,1700,3.2,14576,2128000000,55.51,225000,56.75,11126832,228800,575900,4.75,0
151,102350,12.12,10.49,12970000000,32330000000,31640000000,3245000000,26270000000,2400,6.5,45290,9538000000,12.89,847000,74.73,10829175,2611700,3634600,1.67,4
152,455,16.22,6.34,218100000,202800000,218000000,256200000,626000000,7800,1.5,373,393400000,15.53,11700,71.82,81188,21700,54500,1.75,0
153,71740,42.84,20.61,1500000000,237400000,255300000,49000000,3335000000,600,6,11300,264000000,143.64,8000,42.52,6017643,24000,67000,5.72,0
154,693,9.49,4.16,19400000000,32000000000,35330000000,174000000000,120900000000,27800,8.1,3130,155200000000,2.29,2310000,81.62,4425720,1896100,3521800,1.05,3
155,48845,10.62,9.43,19540000000,28890000000,31150000000,29240000000,78890000000,14500,5.3,42970,29670000000,7.41,1375800,74.5,5431363,1294700,3678800,1.32,4
156,20273,8.95,10.22,14650000000,11800000000,12490000000,14970000000,39410000000,19600,3.9,20250,16070000000,4.45,750000,76.14,2011070,812300,1739100,1.24,4
157,28450,30.74,3.98,180400000,29760000,32000000,74000000,800000000,1700,5.8,1360,67000000,21.29,2200,72.66,538032,6600,1000,4.04,1
158,637657,45.62,16.97,3000000000,223500000,240300000,79000000,4597000000,600,2.8,22100,344000000,116.7,89000,48.09,8591629,100000,35000,6.84,0
159,1219912,18.48,21.32,27010000000,189400000000,202600000000,41970000000,491400000000,11100,3.5,275971,39420000000,61.81,3100000,43.27,44344136,4844000,16860000,2.24,0
160,504782,10.1,9.63,771100000000,218400000000,229000000000,172500000000,937600000000,23300,2.6,664852,222000000000,4.42,9789000,79.52,40341462,17567500,37506700,1.28,4
161,65610,15.63,6.49,10850000000,6228000000,6697000000,5306000000,80580000000,4000,5.2,11650,7265000000,14.35,200000,73.17,20064776,881400,931600,1.85,2
162,2505810,35.17,9.16,21000000000,2400000000,2581000000,3395000000,76190000000,1900,6.4,11900,3496000000,62.5,300000,58.54,40187486,900000,650000,4.85,0
163,163270,18.39,7.16,321000000,1845000000,1984000000,495000000,1885000000,4300,4.2,4492,604000000,23.57,20000,68.96,438144,79800,168100,2.34,6
164,17363,27.72,25.26,320000000,1173000000,402000000,900100000,6018000000,5100,2.5,3107,1140000000,69.27,27000,35.65,1173900,46200,88000,3.7,0
165,449964,10.36,10.36,66500000000,138100000000,142800000000,121700000000,255400000000,28400,3.6,213237,97970000000,2.77,5125000,80.4,9001774,6579200,7949000,1.66,4
166,41290,9.77,8.48,1738370000000,54530000000,63470000000,130700000000,251900000000,33800,1.8,71212,121100000000,4.39,2556000,80.39,7489370,5419000,6172000,1.42,4
167,185180,28.29,4.88,4000000000,24320000000,26150000000,6086000000,60440000000,3400,2.3,45697,5042000000,29.53,220000,70.03,18448752,2099300,400000,3.5,6
168,35980,12.64,6.38,55500000000,147400000000,158500000000,170500000000,576200000000,25300,6,37299,165400000000,6.4,13800000,77.26,22894384,13355000,25089600,1.57,3
169,143100,32.58,8.39,888000000,14410000000,15080000000,1130000000,7950000000,1100,10.5,27767,1300000000,110.76,4100,64.56,7163506,242100,47600,4.05,6
170,945087,38.16,16.71,7321000000,2566000000,2727000000,1248000000,23710000000,700,5.8,88200,1972000000,98.54,250000,45.24,36766356,149100,891200,5.06,0
171,514000,15.7,7.02,50590000000,106100000000,118900000000,87910000000,524800000000,8100,6.1,57403,80840000000,20.48,6971500,71.57,65444371,6617400,26500000,1.88,2
172,56785,33.48,11.8,1400000000,451200000,108800000,663100000,8684000000,1600,3,7520,824900000,66.61,210000,52.64,5681519,60600,220000,4.61,0
173,748,25.18,5.35,63400000,23060000,24790000,27000000,244000000,2300,1.5,680,86000000,12.62,2900,69.53,112422,11200,9000,3,1
174,5128,12.81,9.37,2940000000,5341000000,5743000000,6671000000,11480000000,10500,5.7,8320,4650000000,24.31,138000,68.91,1088644,325100,361900,1.75,7
175,163610,15.5,5.09,14710000000,10050000000,10720000000,9926000000,70880000000,7100,5.1,18997,11520000000,24.77,630000,74.89,10074951,1163800,1899900,1.75,0
176,780580,16.83,5.96,16900000000,117900000000,139700000000,69460000000,508700000000,7400,8.2,354421,94500000000,41.04,5500000,72.36,69660559,18916700,27887500,1.94,6
177,488100,27.68,8.78,2400000000,8908000000,11410000000,4000000000,27600000000,5700,7.5,24000,2850000000,73.08,8000,61.39,4952081,374000,52000,3.41,6
